Fonte;Título;Empresa;Local;Link;Data;CargoAlvo
LinkedIn;"Python Developer";"Pantheon Inc";"Brasil";https://br.linkedin.com/jobs/view/python-developer-at-pantheon-inc-4201121400?position=58&pageNum=0&refId=79Y6ihQsEI4UTm4DSTJ5Dw%3D%3D&trackingId=eMod3GXAmBc9%2BRunjt4QjA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor Fullstack PL - ERP";"Olist";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-fullstack-pl-erp-at-olist-4189708519?position=59&pageNum=0&refId=79Y6ihQsEI4UTm4DSTJ5Dw%3D%3D&trackingId=G%2FGX0%2B4UceyRb5MrYcA48A%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor(a) Full-stack  Pleno (Bolt)";"Grupo Adriano Cobuccio";"Monte Belo, MG";https://br.linkedin.com/jobs/view/desenvolvedor-a-full-stack-pleno-bolt-at-grupo-adriano-cobuccio-4188247013?position=60&pageNum=0&refId=79Y6ihQsEI4UTm4DSTJ5Dw%3D%3D&trackingId=Bpkdmgzd%2BjnLhezI3twKYw%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor(a) FE Jr. - React
Trabalho Remoto
Efetivo";"Grupo RBS";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-fe-jr-react%0Atrabalho-remoto%0Aefetivo-at-grupo-rbs-4159661007?position=1&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=ntS1%2B38o2iuUZCfQkI%2F7zg%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Pessoa Desenvolvedor(a)";"Mindsight | Sistemas integrados de RH";"São Paulo, SP";https://br.linkedin.com/jobs/view/pessoa-desenvolvedor-a-at-mindsight-sistemas-integrados-de-rh-4095123451?position=2&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=iO10p5eM4cdKp%2Ff7KOAb1w%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"DESENVOLVEDOR(A)  FRONT END - JR (425676) - REMOTE";"KaBuM!";"Limeira, SP";https://br.linkedin.com/jobs/view/desenvolvedor-a-front-end-jr-425676-remote-at-kabum%21-4131402785?position=3&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=8kg%2F%2BbIKpjUmao74jr00sg%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor(a) Front-End - Remoto";"Aiko";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-front-end-remoto-at-aiko-4186796736?position=4&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=nNsgm5SeokeKq3zKqUnGJg%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor Web Full-Stack Júnior";"Shopper.com.br";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-web-full-stack-j%C3%BAnior-at-shopper-com-br-4202834919?position=5&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=txuGJQ3XQFO6ILJEVZFZCQ%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor de front-end";"Verai";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-de-front-end-at-verai-4195409534?position=6&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=pnZDuyEBkzdQYMZW9la0ZA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor FrontEnd";"Grupo Mooven";"São Paulo e Região";https://br.linkedin.com/jobs/view/desenvolvedor-frontend-at-grupo-mooven-4113728220?position=7&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=I21WxY%2BM5ZZIupbe8Oaajg%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor(a) Fullstack React/Node";"Final Level Co";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-fullstack-react-node-at-final-level-co-4181483639?position=9&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=%2FkwJhTV5sqD07TvRoWVVww%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor WEB";"Agência AO4 - Comunicação e Tecnologia";"São José do Rio Preto, SP";https://br.linkedin.com/jobs/view/desenvolvedor-web-at-ag%C3%AAncia-ao4-comunica%C3%A7%C3%A3o-e-tecnologia-4171097694?position=10&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=4loHHUB0d%2Bw64tC8gYtZmg%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor no-code junior";"abler Vagas";"São Paulo, SP";https://br.linkedin.com/jobs/view/desenvolvedor-no-code-junior-at-abler-vagas-4178672826?position=11&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=laWzziC3mfO1LEi6Jbghzg%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor a frontend hub catalogo";"Netvagas";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-frontend-hub-catalogo-at-netvagas-4203796018?position=12&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=6Fh0aZz0VktVv1jNB%2FR2zA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Analista desenvolvedor Front End";"Ibrowse Consultoria e Informática";"Belo Horizonte, MG";https://br.linkedin.com/jobs/view/analista-desenvolvedor-front-end-at-ibrowse-consultoria-e-inform%C3%A1tica-4167299839?position=13&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=TesrMCiHi2GbP34lyedMsA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor Backend Júnior (Python, JavaScript, Google Apps Script) – Remoto";"MULTITTECH Engenharia";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-backend-j%C3%BAnior-python-javascript-google-apps-script-%E2%80%93-remoto-at-multittech-engenharia-4155750933?position=14&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=tGFH52r9T3GxHcWcZZ%2F7cw%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor a front end react";"Netvagas";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-front-end-react-at-netvagas-4202222291?position=15&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=7czYEzwPGT4f2JJ3aKMzLA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor Frontend Pleno";"Frenet";"Birigui, SP";https://br.linkedin.com/jobs/view/desenvolvedor-frontend-pleno-at-frenet-4151873120?position=16&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=LgWMcinAMEF7fzh5R9d5gQ%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor(a) Full Stack";"Nexaas";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-full-stack-at-nexaas-4183438454?position=17&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=CclgGmJIW1l5aSmwGu%2FgGw%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor Front-End Pleno";"Digital Growth";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-front-end-pleno-at-digital-growth-4060834650?position=18&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=XksOMNt4JvPJjyj5wTq4BA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor";"Exed Consulting";"Agudos, SP";https://br.linkedin.com/jobs/view/desenvolvedor-at-exed-consulting-4196552583?position=19&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=LgbOHN5iSfqsSNU78QK9CA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor a front end remoto";"Netvagas";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-front-end-remoto-at-netvagas-4202528484?position=21&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=z5go1YwvJmXcYlPQM3T1Cg%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor Fullstack";"W1 Consultoria";"São Paulo, SP";https://br.linkedin.com/jobs/view/desenvolvedor-fullstack-at-w1-consultoria-4175343098?position=22&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=y0XRgOrZkz6yHH7DA2raLA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"DESENVOLVEDOR(A) FULLSTACK - JR (425674) - REMOTE";"KaBuM!";"Limeira, SP";https://br.linkedin.com/jobs/view/desenvolvedor-a-fullstack-jr-425674-remote-at-kabum%21-4191893724?position=23&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=8n6i27cw7Ky1B0FL94D5kw%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor de aplicativos - ServiceNow Júnior/Pleno";"Cliente FC";"Rio de Janeiro e Região";https://br.linkedin.com/jobs/view/desenvolvedor-de-aplicativos-servicenow-j%C3%BAnior-pleno-at-cliente-fc-4176133411?position=24&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=Gg7jX6LoPDj0436NHVMGaQ%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor";"JediCRM";"Agudos, SP";https://br.linkedin.com/jobs/view/desenvolvedor-at-jedicrm-4196548306?position=25&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=Jhcq%2BAgtV5Ytd2ae564PkA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor";"Plin";"Agudos, SP";https://br.linkedin.com/jobs/view/desenvolvedor-at-plin-4196548668?position=26&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=UReySPcTvsAXLDz3%2BrmrBg%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor";"Plin";"Brasília, DF";https://br.linkedin.com/jobs/view/desenvolvedor-at-plin-4196552225?position=27&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=adcj180rl2DdUZfeYUePlw%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor(a) Full-stack";"MK Solutions";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-full-stack-at-mk-solutions-4057293336?position=28&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=mWAIcEtPdNEHg0ZbmLSIew%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor(a) Full Stack";"Delinea EdTech";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-full-stack-at-delinea-edtech-4191643070?position=29&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=uOK4LKx8Pk1qeJ%2BPkF8IuQ%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Pool de Talentos - Desenvolvedor Front-end";"Peers Consulting + Technology";"Brasil";https://br.linkedin.com/jobs/view/pool-de-talentos-desenvolvedor-front-end-at-peers-consulting-%2B-technology-4153094183?position=30&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=%2BDdF7x0FZWdIG%2FyGK9mXyg%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor(a) FrontEnd  Hub - Catálogo";"Olist";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-frontend-hub-cat%C3%A1logo-at-olist-4191849456?position=32&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=3vX5QQ6lp7kMwYUsxxhrQA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor Frontend PL | VNDA";"Olist";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-frontend-pl-vnda-at-olist-4189705611?position=33&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=BlV1fBUsVhGW0%2BvvYniFbA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor(a) de Aplicativos";"innolevels";"Rio de Janeiro e Região";https://br.linkedin.com/jobs/view/desenvolvedor-a-de-aplicativos-at-innolevels-4189334974?position=34&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=eYBGat3zfJb4M1onYgHdyQ%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor full stack";"Waytrack - Analytics CDP";"São Paulo, Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-full-stack-at-waytrack-analytics-cdp-4198109410?position=35&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=YuliXKKv%2F%2Bsp632bKM198Q%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor Full Stack Pleno";"Premiersoft";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-full-stack-pleno-at-premiersoft-4181482647?position=36&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=VOjCapq4dkRD%2Fej4Bgp%2FDQ%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Pessoa Desenvolvedora REACT-NATIVE Pleno";"SOUTH SYSTEM";"Brasil";https://br.linkedin.com/jobs/view/pessoa-desenvolvedora-react-native-pleno-at-south-system-4191863620?position=37&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=EM0144UV6lXDj6ooxLMwew%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor(a) FrontEnd Angular PL/SR - (REMOTO)";"Cedro Technologies";"Uberlândia, MG";https://br.linkedin.com/jobs/view/desenvolvedor-a-frontend-angular-pl-sr-remoto-at-cedro-technologies-4190073791?position=38&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=k0KIeeDwn2uN351O%2FY97kQ%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor front end ii";"Netvagas";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-front-end-ii-at-netvagas-4201351361?position=39&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=%2FkbpOxD5OwYggTdqtwT7gA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor Back End PL
Trabalho Remoto
Efetivo";"Gauge";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-back-end-pl%0Atrabalho-remoto%0Aefetivo-at-gauge-4184904375?position=40&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=MoW1xW64kXlekxJujiO33A%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Frontend developer pl remoto";"Netvagas";"São Paulo, SP";https://br.linkedin.com/jobs/view/frontend-developer-pl-remoto-at-netvagas-4204276436?position=41&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=htv3DpROoyYqPciW%2BQkY6g%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"DESENVOLVEDOR BACK END PLENO
Trabalho Remoto
Efetivo";"BYX";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-back-end-pleno%0Atrabalho-remoto%0Aefetivo-at-byx-4187147432?position=42&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=es6XVXrqw4%2Biy5AEIax5LQ%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor FullStack";"Grupo Mooven";"São Paulo e Região";https://br.linkedin.com/jobs/view/desenvolvedor-fullstack-at-grupo-mooven-4137730619?position=43&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=rUSJsvuZm%2F9P%2Bpd8fudmOg%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"18 - Desenvolvedor(a) Full stack (.NET/Angular/React) - Pleno";"Develcode";"Caxias do Sul, RS";https://br.linkedin.com/jobs/view/18-desenvolvedor-a-full-stack-net-angular-react-pleno-at-develcode-4188767724?position=45&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=BpU1S7zhKX3N8%2B%2Btevd3dg%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor de back end";"xpert";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-de-back-end-at-xpert-empreendimentos-eletr%C3%B4nicos-ltda-4177801651?position=46&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=parNr0upvPsEmLH3FJYBNw%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"<>Desenvolvedor Fullstack </> / echo (Nível Júnior );";"Rede Parcerias";"Rio de Janeiro e Região";https://br.linkedin.com/jobs/view/desenvolvedor-fullstack-echo-n%C3%ADvel-j%C3%BAnior-at-rede-parcerias-4201895443?position=47&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=2fipfL6SWgeu7MHLeSrmdg%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor Backend Pleno (Python, JavaScript, Google Apps Script) – Remoto";"MULTITTECH Engenharia";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-backend-pleno-python-javascript-google-apps-script-%E2%80%93-remoto-at-multittech-engenharia-4155755485?position=48&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=eTlos%2FzNGYaGntQJw84Ygw%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor Back-end Node.Js";"Cliente FC";"Rio de Janeiro e Região";https://br.linkedin.com/jobs/view/desenvolvedor-back-end-node-js-at-cliente-fc-4194711063?position=49&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=yJDKfdNNHY%2Bwuzdk0lldaQ%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor fullstack node js react";"Netvagas";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-fullstack-node-js-react-at-netvagas-4201628315?position=50&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=fMtzpZ6ZglrVh1qf%2BH2hdA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor(a) Frontend ANGULAR Pleno (Remoto)";"Miner Tecnologia";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-%C2%A0frontend-angular-pleno-remoto-at-miner-tecnologia-4166505438?position=51&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=BSjx20k2aSAARbQXNehhGQ%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Programador(a) Python";"innolevels";"Rio de Janeiro e Região";https://br.linkedin.com/jobs/view/programador-a-python-at-innolevels-4189742928?position=52&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=2TdlpcDqQ46mQ9tU5%2BW3Og%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor Front-End Especialista em Shopify";"Kāsper";"São Paulo, SP";https://br.linkedin.com/jobs/view/desenvolvedor-front-end-especialista-em-shopify-at-k%C4%81sper-4196322270?position=53&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=koKJGHF%2FOUdEocbTQsBvPA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"DESENVOLVEDOR BACK END PLENO #chatbots
Trabalho Remoto
Efetivo";"BYX";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-back-end-pleno-%23chatbots%0Atrabalho-remoto%0Aefetivo-at-byx-4187145787?position=54&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=6jXSb8nwXIzrtEx6fZtysQ%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Baa desenvolvedor front end ii";"Netvagas";"Brasil";https://br.linkedin.com/jobs/view/baa-desenvolvedor-front-end-ii-at-netvagas-4201346964?position=55&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=Rv4Db6icHR5ZEAnIwKI9zg%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Pool de Talentos - Desenvolvedor Full Stack";"Peers Consulting + Technology";"Brasil";https://br.linkedin.com/jobs/view/pool-de-talentos-desenvolvedor-full-stack-at-peers-consulting-%2B-technology-4153093277?position=56&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=lIruvTZTghmsdOBW%2FtsIXg%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor front end pleno";"Netvagas";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-front-end-pleno-at-netvagas-4201629247?position=57&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=yu9luAQlmPRR8avhpjGKtQ%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor Wordpress";"Rasmle";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-wordpress-at-rasmle-4202277897?position=58&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=kEOEVVhGnqTWHPsUkf9RQw%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Python Developer";"Pantheon Inc";"Brasil";https://br.linkedin.com/jobs/view/python-developer-at-pantheon-inc-4201121400?position=59&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=vm%2FOyn05RilTTMErOdThmA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"[ESPHERO] Desenvolvedor Fullstack Pleno";"Base";"João Pessoa, PB";https://br.linkedin.com/jobs/view/esphero-desenvolvedor-fullstack-pleno-at-base-4182141472?position=60&pageNum=0&refId=RqWntghxPiWyLVetQGxWFA%3D%3D&trackingId=Gi05PfjqSiOw6uyEDG3DBQ%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor(a) FE Jr. - React
Trabalho Remoto
Efetivo";"Grupo RBS";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-fe-jr-react%0Atrabalho-remoto%0Aefetivo-at-grupo-rbs-4159661007?position=1&pageNum=0&refId=Ka5s%2FiqyvzrQc9vaDp%2Btvw%3D%3D&trackingId=F6nOsucl0%2B%2BEYKAOecsahA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Pessoa Desenvolvedor(a)";"Mindsight | Sistemas integrados de RH";"São Paulo, SP";https://br.linkedin.com/jobs/view/pessoa-desenvolvedor-a-at-mindsight-sistemas-integrados-de-rh-4095123451?position=2&pageNum=0&refId=Ka5s%2FiqyvzrQc9vaDp%2Btvw%3D%3D&trackingId=cY98tOn3TTr6z3nb%2FdIlFg%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"DESENVOLVEDOR(A)  FRONT END - JR (425676) - REMOTE";"KaBuM!";"Limeira, SP";https://br.linkedin.com/jobs/view/desenvolvedor-a-front-end-jr-425676-remote-at-kabum%21-4131402785?position=3&pageNum=0&refId=Ka5s%2FiqyvzrQc9vaDp%2Btvw%3D%3D&trackingId=qfulONeXP5%2FshpHoYgw1Gw%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor(a) Front-End - Remoto";"Aiko";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-front-end-remoto-at-aiko-4186796736?position=4&pageNum=0&refId=Ka5s%2FiqyvzrQc9vaDp%2Btvw%3D%3D&trackingId=xpTzbZWSK7B16gUDZ%2F4ihw%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor Web Full-Stack Júnior";"Shopper.com.br";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-web-full-stack-j%C3%BAnior-at-shopper-com-br-4202834919?position=5&pageNum=0&refId=Ka5s%2FiqyvzrQc9vaDp%2Btvw%3D%3D&trackingId=HfGKYM6ZDSjGU9nhtJTgBg%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor de front-end";"Verai";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-de-front-end-at-verai-4195409534?position=6&pageNum=0&refId=Ka5s%2FiqyvzrQc9vaDp%2Btvw%3D%3D&trackingId=dXEKotC%2BMt45NEy2v0Mk4Q%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor FrontEnd";"Grupo Mooven";"São Paulo e Região";https://br.linkedin.com/jobs/view/desenvolvedor-frontend-at-grupo-mooven-4113728220?position=7&pageNum=0&refId=Ka5s%2FiqyvzrQc9vaDp%2Btvw%3D%3D&trackingId=1Z8hItmCiVxs2Lfv7uZlFA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor(a) Fullstack React/Node";"Final Level Co";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-fullstack-react-node-at-final-level-co-4181483639?position=9&pageNum=0&refId=Ka5s%2FiqyvzrQc9vaDp%2Btvw%3D%3D&trackingId=COkwEsT01wCQF%2Fr0biPxvg%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor WEB";"Agência AO4 - Comunicação e Tecnologia";"São José do Rio Preto, SP";https://br.linkedin.com/jobs/view/desenvolvedor-web-at-ag%C3%AAncia-ao4-comunica%C3%A7%C3%A3o-e-tecnologia-4171097694?position=10&pageNum=0&refId=Ka5s%2FiqyvzrQc9vaDp%2Btvw%3D%3D&trackingId=gkZNEyvPO%2FXrCL30IvYikA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor no-code junior";"abler Vagas";"São Paulo, SP";https://br.linkedin.com/jobs/view/desenvolvedor-no-code-junior-at-abler-vagas-4178672826?position=11&pageNum=0&refId=Ka5s%2FiqyvzrQc9vaDp%2Btvw%3D%3D&trackingId=RUqi9rZgSu4XEt%2BHuqCCdw%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor a frontend hub catalogo";"Netvagas";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-frontend-hub-catalogo-at-netvagas-4203796018?position=12&pageNum=0&refId=Ka5s%2FiqyvzrQc9vaDp%2Btvw%3D%3D&trackingId=WByzyaBbYO2RQlMr9fBswA%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Analista desenvolvedor Front End";"Ibrowse Consultoria e Informática";"Belo Horizonte, MG";https://br.linkedin.com/jobs/view/analista-desenvolvedor-front-end-at-ibrowse-consultoria-e-inform%C3%A1tica-4167299839?position=13&pageNum=0&refId=Ka5s%2FiqyvzrQc9vaDp%2Btvw%3D%3D&trackingId=DAp%2BQNGhi4rS7Y4tXZhYIw%3D%3D;08/04/2025;"Desenvolvedor React"
LinkedIn;"Desenvolvedor Backend Júnior (Python, JavaScript, Google Apps Script) – Remoto";"MULTITTECH Engenharia";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-backend-j%C3%BAnior-python-javascript-google-apps-script-%E2%80%93-remoto-at-multittech-engenharia-4155750933?position=14&pageNum=0&refId=Ka5s%2FiqyvzrQc9vaDp%2Btvw%3D%3D&trackingId=qYHxQdEe2GBlwwbuXkJEgQ%3D%3D;08/04/2025;"Desenvolvedor React"
